Row46|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a8d7d267-9b8c-453a-9c18-98ebc75e42c0.jpg?width=500&amp;sharp=1|Residenz am See|https://guide.michelin.com//de/de/baden-wurttemberg/meersburg/restaurant/residenz-am-see|Meersburg|Modern, Modern|47.6910763|9.2770474
Row47|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/d0fd197a-c620-4d38-b6ee-715922f22cb4.jpg?width=500&amp;sharp=1|Heimatjuwel|https://guide.michelin.com//de/de/hamburg-region/hamburg/restaurant/heimatjuwel|Hamburg|Kreativ, Kreativ|53.58019|9.947793
Row48|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/add79ccc-b7f3-41df-bc26-d9d46a1dab72.jpg?width=500&amp;sharp=1|Apicius|https://guide.michelin.com//de/de/niedersachsen/bad-zwischenahn/restaurant/apicius79202|Bad Zwischenahn|Französisch-modern|53.1887445|8.0331566
Row49|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/becbbb5d-d7e8-46ee-94ef-31f5706ce5b1.jpg?width=500&amp;sharp=1|Gallo Nero|https://guide.michelin.com//de/de/hamburg-region/hamburg/restaurant/gallo-nero357405|Hamburg|Italienisch|53.5810335|10.00759
Row50|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/30d41240-6900-4497-bcc1-5c3b4099dbaf.jpg?width=500&amp;sharp=1|Wirtshaus zum Nepomuk|https://guide.michelin.com//de/de/baden-wurttemberg/heidelberg/restaurant/wirtshaus-zum-nepomuk|Heidelberg|Traditionelle Küche|49.4131444|8.7098592
Row51|0|https://d3h1lg3ksw6i6b.cloudfront.net/guide/placeholder/pic_poilist_default_9.jpg|Gasthof zum Maurerwirt|https://guide.michelin.com//de/de/bayern/langwaid/restaurant/gasthof-zum-maurerwirt|Langwaid|Klassische Küche|48.4601268|11.4484275
Row52|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/1bf04ca5-041d-4c4f-8b79-964028801aa9.png?width=500&amp;sharp=1|Büscher's Restaurant|https://guide.michelin.com//de/de/nordrhein-westfalen/bielefeld/restaurant/buscher-s-restaurant|Bielefeld|Regional, Regional|51.9963931|8.4734787
Row53|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a676c85d-3fb5-4fa8-a516-cf66fc6452e2.jpg?width=500&amp;sharp=1|SKYKITCHEN|https://guide.michelin.com//de/de/berlin-region/berlin/restaurant/skykitchen|Berlin|Moderne Küche|52.5282836|13.4565275
Row54|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/0b986fe1-34de-46e8-a574-d14a5df48285.jpg?width=500&amp;sharp=1|Wappen-Saal|https://guide.michelin.com//de/de/mecklenburg-vorpommern/hohen-demzin/restaurant/wappen-saal|Hohen Demzin|Klassische Küche|53.7011537|12.5425502
Row55|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/12ff270c-1d38-4c31-aa19-82c44641b6f7.jpg?width=500&amp;sharp=1|Hirsch Genusshandwerk|https://guide.michelin.com//de/de/baden-wurttemberg/bad-liebenzell/restaurant/hirsch-genusshandwerk|Bad Liebenzell|Marktküche, Marktküche|48.7896147|8.7504726
